Age,Gender,User_Type,Dataset_Source,Region,Region_Group,Screen_Time,Social_Media_Hours,Gaming_Hours,Work_Study_Hours,Sleep_Hours,Stress_Level,Anxiety_Level,Depression_Level,Notifications_Per_Day,Addiction_Level,Productivity_Impact,Physical_Activity,Caffeine_Intake,Stress_Level_Raw,Age_Group,Behavioral_Risk_Index,Addiction_Category,Productivity_Flag
59,Male,Professional,Tech_Wellness,Global,Global,3.1,3.3,1.1,3.5,8.0,0.04967948717948718,5.0,4.0,,,,1.3,190.3,5.0,Older Adult,-0.005096153846153972,Unknown,0
66,Female,Professional,Tech_Wellness,Global,Global,4.6,3.1,1.9,3.5,7.8,0.03966346153846154,1.0,7.0,,,,7.7,140.9,4.0,Older Adult,0.5268990384615383,Unknown,0
30,Female,Professional,Tech_Wellness,Global,Global,5.0,4.5,0.9,4.1,7.3,0.0997596153846154,18.0,19.0,,,,0.0,204.7,10.0,Adult,0.9949278846153845,Unknown,0
64,Male,Professional,Tech_Wellness,Global,Global,3.6,1.0,2.7,1.6,7.1,0.009615384615384616,0.0,2.0,,,,4.9,115.9,1.0,Older Adult,-0.007115384615384551,Unknown,0
56,Male,Professional,Tech_Wellness,Global,Global,7.1,3.7,1.3,3.9,7.9,0.059695512820512824,6.0,11.0,,,,6.9,135.7,6.0,Older Adult,1.4779086538461539,Unknown,0
74,Other,Professional,Tech_Wellness,Global,Global,7.5,2.6,1.7,3.6,7.2,0.03966346153846154,2.0,6.0,,,,3.5,81.1,4.0,Older Adult,1.5868990384615382,Unknown,0
69,Female,Professional,Tech_Wellness,Global,Global,4.1,3.0,1.2,3.6,7.4,0.04967948717948718,6.0,6.0,,,,2.5,185.9,5.0,Older Adult,0.4199038461538458,Unknown,0
22,Female,Professional,Tech_Wellness,Global,Global,8.3,4.5,1.4,4.0,6.7,0.07972756410256411,8.0,9.0,,,,2.6,94.8,8.0,Young Adult,2.2639182692307696,Unknown,0
64,Female,Professional,Tech_Wellness,Global,Global,3.4,2.4,1.7,3.1,7.5,0.0296474358974359,5.0,5.0,,,,1.2,126.8,3.0,Older Adult,0.058894230769230727,Unknown,0
35,Male,Professional,Tech_Wellness,Global,Global,5.5,3.3,1.0,3.8,6.6,0.04967948717948718,6.0,6.0,,,,9.6,134.1,5.0,Adult,1.1149038461538459,Unknown,0
15,Female,Professional,Tech_Wellness,Global,Global,3.5,4.5,0.4,3.9,8.0,0.08974358974358976,17.0,12.0,,,,0.0,82.2,9.0,Teen,0.32692307692307654,Unknown,0
69,Female,Professional,Tech_Wellness,Global,Global,4.5,2.6,1.2,3.0,7.3,0.0296474358974359,5.0,4.0,,,,6.5,237.8,3.0,Older Adult,0.5138942307692308,Unknown,0
22,Female,Professional,Tech_Wellness,Global,Global,5.3,4.5,1.0,4.0,6.3,0.0997596153846154,17.0,9.0,,,,1.2,213.1,10.0,Young Adult,1.2999278846153843,Unknown,0
43,Other,Professional,Tech_Wellness,Global,Global,5.5,1.4,2.3,2.5,6.8,0.01963141025641026,7.0,2.0,,,,4.0,111.9,2.0,Adult,0.7808894230769228,Unknown,0
46,Female,Professional,Tech_Wellness,Global,Global,5.6,4.2,0.0,4.0,7.7,0.07972756410256411,15.0,7.0,,,,1.6,140.9,8.0,Older Adult,1.0739182692307692,Unknown,0
52,Male,Professional,Tech_Wellness,Global,Global,5.4,2.9,1.8,3.2,7.3,0.03966346153846154,4.0,4.0,,,,4.3,168.8,4.0,Older Adult,0.8768990384615385,Unknown,0
19,Female,Professional,Tech_Wellness,Global,Global,4.7,3.8,1.4,4.0,7.0,0.06971153846153846,10.0,9.0,,,,1.2,155.2,7.0,Teen,0.8359134615384615,Unknown,0
61,Male,Professional,Tech_Wellness,Global,Global,6.2,4.5,0.8,4.3,7.3,0.08974358974358976,17.0,8.0,,,,3.0,138.7,9.0,Older Adult,1.4119230769230766,Unknown,0
36,Male,Professional,Tech_Wellness,Global,Global,5.7,4.3,1.0,3.6,7.1,0.06971153846153846,10.0,13.0,,,,1.8,196.8,7.0,Adult,1.2409134615384616,Unknown,0
61,Male,Professional,Tech_Wellness,Global,Global,4.4,3.1,1.6,4.0,7.5,0.04967948717948718,12.0,7.0,,,,1.6,132.5,5.0,Older Adult,0.5199038461538462,Unknown,0
48,Male,Professional,Tech_Wellness,Global,Global,4.2,1.6,2.2,2.3,7.6,0.01963141025641026,6.0,1.0,,,,3.9,212.3,2.0,Older Adult,0.19588942307692303,Unknown,0
15,Female,Professional,Tech_Wellness,Global,Global,5.9,4.5,1.1,3.8,6.9,0.0997596153846154,10.0,8.0,,,,0.0,179.8,10.0,Teen,1.3899278846153846,Unknown,0
69,Female,Professional,Tech_Wellness,Global,Global,8.4,4.5,1.3,3.9,6.7,0.0997596153846154,13.0,16.0,,,,0.0,124.1,10.0,Older Adult,2.3049278846153847,Unknown,0
69,Female,Professional,Tech_Wellness,Global,Global,4.4,1.8,2.4,2.3,7.1,0.01963141025641026,2.0,3.0,,,,3.8,112.6,2.0,Older Adult,0.3958894230769232,Unknown,0
40,Female,Professional,Tech_Wellness,Global,Global,1.0,1.6,2.5,2.3,7.5,0.01963141025641026,1.0,3.0,,,,8.1,122.0,2.0,Adult,-0.9041105769230768,Unknown,0
57,Male,Professional,Tech_Wellness,Global,Global,5.1,0.9,2.8,1.3,7.0,0.009615384615384616,3.0,1.0,,,,5.0,103.1,1.0,Older Adult,0.522884615384615,Unknown,0
24,Female,Professional,Tech_Wellness,Global,Global,5.0,4.5,1.3,3.6,7.2,0.0997596153846154,8.0,13.0,,,,1.8,78.9,10.0,Young Adult,1.0149278846153842,Unknown,0
44,Male,Professional,Tech_Wellness,Global,Global,6.2,3.3,0.8,3.7,7.0,0.04967948717948718,8.0,7.0,,,,4.2,165.8,5.0,Adult,1.2799038461538457,Unknown,0
64,Male,Professional,Tech_Wellness,Global,Global,5.1,2.9,1.8,3.7,7.5,0.03966346153846154,1.0,4.0,,,,8.3,127.5,4.0,Older Adult,0.7318990384615383,Unknown,0
32,Female,Professional,Tech_Wellness,Global,Global,4.3,0.7,2.9,1.0,7.3,0.009615384615384616,5.0,4.0,,,,3.1,197.3,1.0,Adult,0.15288461538461529,Unknown,0
31,Male,Professional,Tech_Wellness,Global,Global,2.4,1.5,2.5,2.4,7.4,0.01963141025641026,4.0,2.0,,,,2.6,110.0,2.0,Adult,-0.4091105769230772,Unknown,0
40,Male,Professional,Tech_Wellness,Global,Global,4.4,1.8,3.0,2.1,6.5,0.01963141025641026,3.0,8.0,,,,4.6,159.0,2.0,Adult,0.5158894230769231,Unknown,0
22,Female,Professional,Tech_Wellness,Global,Global,7.3,4.3,0.7,3.6,6.6,0.06971153846153846,8.0,10.0,,,,2.9,160.2,7.0,Young Adult,1.9009134615384609,Unknown,0
61,Female,Professional,Tech_Wellness,Global,Global,5.6,4.5,1.0,4.1,7.1,0.07972756410256411,15.0,13.0,,,,2.1,80.0,8.0,Older Adult,1.2389182692307692,Unknown,0
54,Male,Professional,Tech_Wellness,Global,Global,3.8,2.9,2.4,3.8,8.0,0.03966346153846154,7.0,6.0,,,,2.6,118.5,4.0,Older Adult,0.17689903846153826,Unknown,0
63,Other,Professional,Tech_Wellness,Global,Global,4.4,3.4,1.5,3.8,7.4,0.059695512820512824,8.0,9.0,,,,2.0,111.5,6.0,Older Adult,0.5879086538461538,Unknown,0
26,Female,Professional,Tech_Wellness,Global,Global,5.8,4.5,0.8,4.1,6.5,0.0997596153846154,11.0,9.0,,,,0.0,226.7,10.0,Young Adult,1.4349278846153846,Unknown,0
41,Female,Professional,Tech_Wellness,Global,Global,7.2,4.5,1.0,3.5,7.1,0.0997596153846154,20.0,18.0,,,,0.0,136.1,10.0,Adult,1.8049278846153847,Unknown,0
22,Male,Professional,Tech_Wellness,Global,Global,6.5,4.5,0.8,3.8,6.9,0.0997596153846154,19.0,16.0,,,,0.0,158.5,10.0,Young Adult,1.5999278846153846,Unknown,0
39,Female,Professional,Tech_Wellness,Global,Global,4.3,3.8,0.7,3.6,7.8,0.06971153846153846,11.0,15.0,,,,1.3,69.8,7.0,Adult,0.5359134615384614,Unknown,0
60,Female,Professional,Tech_Wellness,Global,Global,8.0,4.5,0.6,4.1,6.3,0.07972756410256411,14.0,9.0,,,,1.7,191.1,8.0,Older Adult,2.238918269230769,Unknown,0
18,Female,Professional,Tech_Wellness,Global,Global,6.0,4.3,1.0,4.2,7.8,0.07972756410256411,13.0,14.0,,,,2.3,165.3,8.0,Teen,1.208918269230769,Unknown,0
47,Female,Professional,Tech_Wellness,Global,Global,3.4,3.3,1.4,3.6,7.8,0.03966346153846154,4.0,8.0,,,,0.0,11.6,4.0,Older Adult,0.13689903846153834,Unknown,0
15,Male,Professional,Tech_Wellness,Global,Global,6.7,4.5,1.5,4.0,7.1,0.07972756410256411,11.0,7.0,,,,3.5,163.6,8.0,Teen,1.623918269230769,Unknown,0
33,Male,Professional,Tech_Wellness,Global,Global,4.4,2.7,1.7,3.1,6.7,0.03966346153846154,8.0,6.0,,,,6.8,169.9,4.0,Adult,0.6168990384615385,Unknown,0
45,Male,Professional,Tech_Wellness,Global,Global,5.6,1.6,2.3,2.1,6.5,0.01963141025641026,5.0,5.0,,,,4.8,170.1,2.0,Older Adult,0.9058894230769228,Unknown,0
30,Male,Professional,Tech_Wellness,Global,Global,10.0,4.5,1.3,4.5,7.0,0.0997596153846154,15.0,10.0,,,,0.0,166.0,10.0,Adult,2.8049278846153847,Unknown,0
28,Female,Professional,Tech_Wellness,Global,Global,6.1,3.7,1.2,3.5,7.7,0.059695512820512824,13.0,5.0,,,,2.7,61.8,6.0,Young Adult,1.1679086538461538,Unknown,0
67,Male,Professional,Tech_Wellness,Global,Global,3.3,4.3,1.3,3.6,8.1,0.06971153846153846,6.0,8.0,,,,3.0,143.3,7.0,Older Adult,0.20091346153846124,Unknown,0
62,Other,Professional,Tech_Wellness,Global,Global,3.4,3.4,1.4,3.6,8.4,0.04967948717948718,4.0,8.0,,,,1.8,128.0,5.0,Older Adult,0.03490384615384601,Unknown,0
19,Female,Professional,Tech_Wellness,Global,Global,8.4,4.5,0.8,4.2,7.3,0.0997596153846154,16.0,12.0,,,,0.0,128.5,10.0,Teen,2.1849278846153846,Unknown,0
55,Male,Professional,Tech_Wellness,Global,Global,7.1,4.5,0.7,4.3,7.3,0.08974358974358976,20.0,8.0,,,,0.0,159.5,9.0,Older Adult,1.7269230769230766,Unknown,0
40,Male,Professional,Tech_Wellness,Global,Global,2.1,2.1,1.2,3.1,8.9,0.0296474358974359,3.0,4.0,,,,3.4,141.7,3.0,Adult,-0.7211057692307694,Unknown,0
42,Female,Professional,Tech_Wellness,Global,Global,4.3,0.8,2.9,1.3,7.2,0.009615384615384616,2.0,0.0,,,,5.7,234.4,1.0,Adult,0.1878846153846151,Unknown,0
16,Other,Professional,Tech_Wellness,Global,Global,7.9,4.5,0.5,4.0,7.0,0.0997596153846154,10.0,14.0,,,,1.1,109.7,10.0,Teen,2.069927884615385,Unknown,0
64,Male,Professional,Tech_Wellness,Global,Global,3.2,2.0,1.8,2.9,6.8,0.0296474358974359,1.0,5.0,,,,4.6,183.2,3.0,Older Adult,0.06889423076923057,Unknown,0
20,Male,Professional,Tech_Wellness,Global,Global,5.7,4.5,1.2,4.0,7.6,0.08974358974358976,8.0,7.0,,,,2.1,184.8,9.0,Young Adult,1.1769230769230767,Unknown,0
23,Female,Professional,Tech_Wellness,Global,Global,3.5,4.3,0.4,3.9,7.5,0.07972756410256411,12.0,13.0,,,,0.1,249.6,8.0,Young Adult,0.3939182692307691,Unknown,0
47,Female,Professional,Tech_Wellness,Global,Global,6.1,4.1,1.2,4.3,6.9,0.06971153846153846,8.0,13.0,,,,1.0,49.6,7.0,Older Adult,1.390913461538461,Unknown,0
55,Male,Professional,Tech_Wellness,Global,Global,5.9,4.4,0.7,3.6,6.9,0.07972756410256411,13.0,13.0,,,,0.1,201.6,8.0,Older Adult,1.368918269230769,Unknown,0
39,Female,Professional,Tech_Wellness,Global,Global,3.8,2.5,2.3,2.7,7.2,0.0296474358974359,5.0,3.0,,,,5.5,74.9,3.0,Adult,0.2738942307692305,Unknown,0
62,Male,Professional,Tech_Wellness,Global,Global,1.7,3.0,1.8,3.4,7.7,0.03966346153846154,8.0,4.0,,,,2.2,152.6,4.0,Older Adult,-0.4831009615384616,Unknown,0
27,Male,Professional,Tech_Wellness,Global,Global,6.2,4.2,0.7,3.7,6.5,0.07972756410256411,12.0,9.0,,,,1.9,141.0,8.0,Young Adult,1.5239182692307693,Unknown,0
23,Male,Professional,Tech_Wellness,Global,Global,5.3,4.5,1.6,4.2,6.7,0.07972756410256411,12.0,11.0,,,,4.0,193.0,8.0,Young Adult,1.2139182692307688,Unknown,0
67,Male,Professional,Tech_Wellness,Global,Global,8.9,4.5,1.8,4.1,6.3,0.0997596153846154,17.0,14.0,,,,0.0,244.3,10.0,Older Adult,2.5599278846153846,Unknown,0
27,Male,Professional,Tech_Wellness,Global,Global,4.1,3.9,0.9,4.0,7.2,0.059695512820512824,8.0,5.0,,,,0.0,97.4,6.0,Young Adult,0.5979086538461535,Unknown,0
45,Female,Professional,Tech_Wellness,Global,Global,2.8,2.8,1.8,3.2,7.4,0.03966346153846154,11.0,3.0,,,,7.1,114.2,4.0,Older Adult,-0.06810096153846185,Unknown,0
55,Male,Professional,Tech_Wellness,Global,Global,5.7,4.3,1.2,3.5,6.2,0.06971153846153846,8.0,7.0,,,,0.0,185.1,7.0,Older Adult,1.4209134615384613,Unknown,0
25,Male,Professional,Tech_Wellness,Global,Global,4.0,4.5,1.7,4.0,7.2,0.08974358974358976,11.0,8.0,,,,0.0,103.5,9.0,Young Adult,0.6619230769230765,Unknown,0
18,Male,Professional,Tech_Wellness,Global,Global,7.0,4.2,0.4,4.0,6.7,0.06971153846153846,12.0,9.0,,,,2.9,123.6,7.0,Teen,1.7609134615384612,Unknown,0
48,Other,Professional,Tech_Wellness,Global,Global,4.8,3.5,1.7,3.9,7.8,0.04967948717948718,3.0,5.0,,,,2.9,143.6,5.0,Older Adult,0.6599038461538461,Unknown,0
52,Male,Professional,Tech_Wellness,Global,Global,4.4,3.6,0.9,3.8,7.0,0.059695512820512824,11.0,9.0,,,,2.6,56.6,6.0,Older Adult,0.6979086538461539,Unknown,0
60,Male,Professional,Tech_Wellness,Global,Global,3.2,2.2,1.9,3.1,8.1,0.0296474358974359,5.0,6.0,,,,3.9,92.8,3.0,Older Adult,-0.1611057692307694,Unknown,0
18,Female,Professional,Tech_Wellness,Global,Global,6.1,4.5,1.2,4.2,8.1,0.0997596153846154,17.0,15.0,,,,0.0,126.3,10.0,Teen,1.2199278846153843,Unknown,0
52,Other,Professional,Tech_Wellness,Global,Global,4.8,4.5,1.3,3.9,8.0,0.07972756410256411,11.0,16.0,,,,1.1,131.3,8.0,Older Adult,0.7789182692307691,Unknown,0
33,Male,Professional,Tech_Wellness,Global,Global,7.5,4.5,1.5,3.9,6.6,0.0997596153846154,21.0,12.0,,,,0.4,190.2,10.0,Adult,2.0099278846153847,Unknown,0
20,Female,Professional,Tech_Wellness,Global,Global,6.1,4.5,0.7,3.7,7.5,0.08974358974358976,14.0,10.0,,,,2.4,142.3,9.0,Young Adult,1.3369230769230764,Unknown,0
48,Female,Professional,Tech_Wellness,Global,Global,6.0,3.8,1.3,3.9,6.7,0.06971153846153846,8.0,11.0,,,,0.6,172.5,7.0,Older Adult,1.350913461538461,Unknown,0
32,Female,Professional,Tech_Wellness,Global,Global,4.7,2.9,2.1,3.2,7.0,0.03966346153846154,10.0,1.0,,,,4.3,111.8,4.0,Adult,0.6918990384615384,Unknown,0
27,Male,Professional,Tech_Wellness,Global,Global,8.2,4.5,0.7,4.2,6.6,0.08974358974358976,6.0,5.0,,,,0.5,134.1,9.0,Young Adult,2.2519230769230765,Unknown,0
55,Female,Professional,Tech_Wellness,Global,Global,5.8,4.5,0.8,4.0,7.3,0.07972756410256411,15.0,9.0,,,,0.0,198.3,8.0,Older Adult,1.268918269230769,Unknown,0
37,Male,Professional,Tech_Wellness,Global,Global,4.3,1.6,2.3,2.1,7.1,0.01963141025641026,2.0,4.0,,,,6.1,102.3,2.0,Adult,0.33088942307692304,Unknown,0
33,Female,Professional,Tech_Wellness,Global,Global,3.5,4.3,0.7,3.8,7.6,0.08974358974358976,8.0,15.0,,,,0.0,76.7,9.0,Adult,0.3769230769230766,Unknown,0
59,Female,Professional,Tech_Wellness,Global,Global,6.2,4.5,0.9,3.9,7.8,0.07972756410256411,12.0,15.0,,,,0.8,168.9,8.0,Older Adult,1.308918269230769,Unknown,0
25,Male,Professional,Tech_Wellness,Global,Global,6.2,4.5,1.1,3.7,6.6,0.0997596153846154,19.0,12.0,,,,0.0,145.6,10.0,Young Adult,1.5549278846153847,Unknown,0
15,Female,Professional,Tech_Wellness,Global,Global,6.3,4.5,1.2,4.0,6.4,0.07972756410256411,10.0,9.0,,,,2.0,130.6,8.0,Teen,1.6239182692307685,Unknown,0
38,Male,Professional,Tech_Wellness,Global,Global,3.5,0.9,3.1,1.2,7.2,0.009615384615384616,2.0,0.0,,,,3.5,152.8,1.0,Adult,-0.07711538461538492,Unknown,0
68,Female,Professional,Tech_Wellness,Global,Global,7.9,4.0,0.9,3.7,7.7,0.059695512820512824,10.0,4.0,,,,2.7,187.0,6.0,Older Adult,1.842908653846154,Unknown,0
21,Male,Professional,Tech_Wellness,Global,Global,5.4,4.5,0.9,4.3,7.7,0.07972756410256411,7.0,11.0,,,,1.5,72.3,8.0,Young Adult,1.0489182692307693,Unknown,0
39,Male,Professional,Tech_Wellness,Global,Global,8.0,4.5,1.4,3.9,6.6,0.0997596153846154,15.0,18.0,,,,0.0,77.8,10.0,Adult,2.1849278846153846,Unknown,0
35,Male,Professional,Tech_Wellness,Global,Global,3.2,1.5,3.3,2.6,7.1,0.01963141025641026,2.0,5.0,,,,3.4,129.8,2.0,Adult,-0.06911057692307698,Unknown,0
29,Female,Professional,Tech_Wellness,Global,Global,6.7,4.5,1.1,4.2,7.3,0.0997596153846154,18.0,12.0,,,,0.0,114.3,10.0,Young Adult,1.5899278846153844,Unknown,0
15,Male,Professional,Tech_Wellness,Global,Global,6.8,4.5,1.2,4.2,7.2,0.07972756410256411,12.0,12.0,,,,2.7,185.9,8.0,Teen,1.638918269230769,Unknown,0
26,Male,Professional,Tech_Wellness,Global,Global,6.1,4.5,1.1,3.7,7.5,0.07972756410256411,11.0,17.0,,,,2.8,174.3,8.0,Young Adult,1.333918269230769,Unknown,0
72,Male,Professional,Tech_Wellness,Global,Global,6.5,3.0,1.3,3.6,6.6,0.04967948717948718,5.0,7.0,,,,1.9,109.4,5.0,Older Adult,1.4199038461538458,Unknown,0
21,Female,Professional,Tech_Wellness,Global,Global,2.7,2.8,1.5,3.6,7.6,0.03966346153846154,6.0,8.0,,,,3.6,109.7,4.0,Young Adult,-0.14310096153846158,Unknown,0
29,Female,Professional,Tech_Wellness,Global,Global,5.9,2.8,2.0,3.4,7.7,0.03966346153846154,6.0,3.0,,,,4.4,172.1,4.0,Young Adult,0.9568990384615383,Unknown,0
35,Male,Professional,Tech_Wellness,Global,Global,6.5,2.5,2.7,3.3,7.8,0.03966346153846154,4.0,3.0,,,,4.0,141.2,4.0,Adult,1.1018990384615384,Unknown,0
33,Male,Professional,Tech_Wellness,Global,Global,5.5,4.2,1.5,4.1,6.7,0.06971153846153846,14.0,9.0,,,,1.4,97.4,7.0,Adult,1.2359134615384613,Unknown,0
74,Male,Professional,Tech_Wellness,Global,Global,2.4,1.0,2.7,1.2,7.6,0.009615384615384616,3.0,2.0,,,,6.5,183.2,1.0,Older Adult,-0.5271153846153847,Unknown,0
43,Male,Professional,Tech_Wellness,Global,Global,1.0,0.8,2.6,1.5,7.7,0.009615384615384616,2.0,5.0,,,,4.6,124.3,1.0,Adult,-1.0671153846153847,Unknown,0
39,Male,Professional,Tech_Wellness,Global,Global,2.7,1.7,2.6,2.4,7.3,0.01963141025641026,4.0,2.0,,,,5.2,195.9,2.0,Adult,-0.2541105769230769,Unknown,0
47,Female,Professional,Tech_Wellness,Global,Global,6.2,3.4,1.5,3.6,6.8,0.04967948717948718,8.0,5.0,,,,4.4,101.9,5.0,Older Adult,1.3349038461538458,Unknown,0
63,Male,Professional,Tech_Wellness,Global,Global,2.9,3.7,1.1,3.2,7.9,0.059695512820512824,9.0,9.0,,,,10.3,139.1,6.0,Older Adult,0.007908653846153801,Unknown,0
46,Male,Professional,Tech_Wellness,Global,Global,5.4,4.4,0.7,3.9,7.0,0.07972756410256411,8.0,13.0,,,,0.0,175.9,8.0,Older Adult,1.1739182692307693,Unknown,0
63,Male,Professional,Tech_Wellness,Global,Global,3.8,1.6,2.6,2.5,7.5,0.01963141025641026,4.0,3.0,,,,4.0,137.4,2.0,Older Adult,0.07588942307692292,Unknown,0
49,Other,Professional,Tech_Wellness,Global,Global,5.9,4.2,1.8,3.7,7.5,0.06971153846153846,8.0,12.0,,,,1.1,62.5,7.0,Older Adult,1.2159134615384612,Unknown,0
58,Female,Professional,Tech_Wellness,Global,Global,4.0,3.4,1.6,3.3,8.4,0.04967948717948718,10.0,9.0,,,,1.9,156.4,5.0,Older Adult,0.24490384615384597,Unknown,0
52,Female,Professional,Tech_Wellness,Global,Global,3.2,1.8,2.0,2.4,7.8,0.01963141025641026,5.0,2.0,,,,4.9,189.4,2.0,Older Adult,-0.16411057692307707,Unknown,0
40,Male,Professional,Tech_Wellness,Global,Global,5.4,3.8,1.0,3.6,7.7,0.059695512820512824,6.0,5.0,,,,2.1,123.0,6.0,Adult,0.9379086538461537,Unknown,0
25,Male,Professional,Tech_Wellness,Global,Global,6.2,4.5,2.0,3.7,7.4,0.0997596153846154,19.0,12.0,,,,1.1,143.2,10.0,Young Adult,1.3949278846153845,Unknown,0
49,Male,Professional,Tech_Wellness,Global,Global,4.8,4.5,0.7,4.2,7.3,0.08974358974358976,13.0,11.0,,,,0.0,186.7,9.0,Older Adult,0.9219230769230767,Unknown,0
22,Male,Professional,Tech_Wellness,Global,Global,6.7,4.2,1.5,3.9,7.1,0.07972756410256411,16.0,7.0,,,,2.2,176.2,8.0,Young Adult,1.578918269230769,Unknown,0
60,Female,Professional,Tech_Wellness,Global,Global,1.9,2.9,1.4,3.5,7.7,0.03966346153846154,5.0,10.0,,,,8.2,159.7,4.0,Older Adult,-0.4281009615384616,Unknown,0
28,Female,Professional,Tech_Wellness,Global,Global,7.4,4.5,0.9,3.8,6.0,0.0997596153846154,12.0,17.0,,,,0.3,109.6,10.0,Young Adult,2.0949278846153843,Unknown,0
24,Female,Professional,Tech_Wellness,Global,Global,6.7,4.5,1.6,3.9,7.0,0.0997596153846154,11.0,15.0,,,,0.0,187.1,10.0,Young Adult,1.6499278846153844,Unknown,0
16,Female,Professional,Tech_Wellness,Global,Global,6.0,4.5,1.3,4.1,7.4,0.0997596153846154,15.0,5.0,,,,0.1,210.8,10.0,Teen,1.3249278846153842,Unknown,0
60,Male,Professional,Tech_Wellness,Global,Global,6.5,4.5,1.1,3.9,6.8,0.08974358974358976,8.0,17.0,,,,1.8,117.1,9.0,Older Adult,1.6169230769230767,Unknown,0
23,Female,Professional,Tech_Wellness,Global,Global,5.1,3.2,1.2,3.2,8.1,0.04967948717948718,10.0,2.0,,,,4.8,162.3,5.0,Young Adult,0.6599038461538458,Unknown,0
17,Male,Professional,Tech_Wellness,Global,Global,6.8,4.5,1.6,3.9,7.2,0.0997596153846154,14.0,19.0,,,,0.2,222.7,10.0,Teen,1.6449278846153845,Unknown,0
35,Male,Professional,Tech_Wellness,Global,Global,10.0,4.5,0.9,4.0,6.7,0.0997596153846154,21.0,17.0,,,,0.0,89.4,10.0,Adult,2.8649278846153843,Unknown,0
40,Female,Professional,Tech_Wellness,Global,Global,3.0,2.3,1.6,3.1,8.0,0.0296474358974359,7.0,3.0,,,,4.7,90.8,3.0,Adult,-0.1961057692307695,Unknown,0
22,Male,Professional,Tech_Wellness,Global,Global,6.2,4.5,1.3,4.0,7.5,0.0997596153846154,15.0,6.0,,,,0.0,180.2,10.0,Young Adult,1.3749278846153845,Unknown,0
62,Male,Professional,Tech_Wellness,Global,Global,3.9,2.5,1.8,2.9,8.1,0.0296474358974359,3.0,1.0,,,,4.3,152.2,3.0,Older Adult,0.12889423076923068,Unknown,0
16,Male,Professional,Tech_Wellness,Global,Global,7.7,4.5,1.0,3.8,7.7,0.0997596153846154,10.0,15.0,,,,0.0,98.3,10.0,Teen,1.8599278846153844,Unknown,0
20,Female,Professional,Tech_Wellness,Global,Global,4.4,4.5,1.6,4.1,8.2,0.07972756410256411,16.0,7.0,,,,2.7,174.0,8.0,Young Adult,0.5989182692307694,Unknown,0
42,Female,Professional,Tech_Wellness,Global,Global,3.1,3.0,1.1,3.6,7.8,0.03966346153846154,4.0,6.0,,,,4.0,138.4,4.0,Adult,-0.01310096153846163,Unknown,0
67,Male,Professional,Tech_Wellness,Global,Global,6.0,3.6,1.2,3.5,6.7,0.059695512820512824,11.0,6.0,,,,1.1,209.0,6.0,Older Adult,1.3179086538461535,Unknown,0
43,Female,Professional,Tech_Wellness,Global,Global,7.2,3.6,1.4,3.9,7.0,0.059695512820512824,11.0,13.0,,,,2.5,95.4,6.0,Adult,1.6779086538461538,Unknown,0
40,Male,Professional,Tech_Wellness,Global,Global,4.4,0.7,2.7,1.0,8.3,0.009615384615384616,0.0,2.0,,,,5.2,109.8,1.0,Adult,-0.012115384615384736,Unknown,0
39,Male,Professional,Tech_Wellness,Global,Global,2.8,2.8,1.2,3.6,7.8,0.03966346153846154,9.0,6.0,,,,5.8,175.0,4.0,Adult,-0.1481009615384617,Unknown,0
26,Female,Professional,Tech_Wellness,Global,Global,5.4,4.0,0.8,3.9,7.1,0.06971153846153846,10.0,8.0,,,,1.2,164.2,7.0,Young Adult,1.0909134615384617,Unknown,0
19,Female,Professional,Tech_Wellness,Global,Global,5.3,4.5,1.5,4.2,7.1,0.0997596153846154,18.0,11.0,,,,1.7,122.3,10.0,Teen,1.1399278846153842,Unknown,0
48,Other,Professional,Tech_Wellness,Global,Global,6.5,3.0,1.6,3.7,6.7,0.04967948717948718,4.0,3.0,,,,5.1,129.1,5.0,Older Adult,1.3999038461538458,Unknown,0
62,Male,Professional,Tech_Wellness,Global,Global,5.4,3.5,1.1,3.3,7.8,0.04967948717948718,8.0,3.0,,,,6.4,129.5,5.0,Older Adult,0.8699038461538461,Unknown,0
51,Female,Professional,Tech_Wellness,Global,Global,3.7,2.8,2.5,3.4,7.3,0.03966346153846154,4.0,7.0,,,,3.7,149.3,4.0,Older Adult,0.26689903846153845,Unknown,0
29,Female,Professional,Tech_Wellness,Global,Global,4.0,2.6,1.8,3.6,7.0,0.03966346153846154,3.0,6.0,,,,3.3,19.1,4.0,Young Adult,0.4018990384615383,Unknown,0
58,Female,Professional,Tech_Wellness,Global,Global,5.8,4.5,1.6,4.2,6.8,0.0997596153846154,17.0,11.0,,,,0.0,199.5,10.0,Older Adult,1.3749278846153845,Unknown,0
50,Male,Professional,Tech_Wellness,Global,Global,3.8,2.9,1.5,3.1,6.2,0.03966346153846154,4.0,6.0,,,,2.9,161.8,4.0,Older Adult,0.5368990384615382,Unknown,0
29,Female,Professional,Tech_Wellness,Global,Global,2.8,1.9,2.8,2.9,8.0,0.0296474358974359,3.0,5.0,,,,5.5,121.9,3.0,Young Adult,-0.32610576923076945,Unknown,0
57,Female,Professional,Tech_Wellness,Global,Global,4.8,2.8,1.4,3.6,7.3,0.03966346153846154,4.0,2.0,,,,3.4,105.9,4.0,Older Adult,0.6518990384615384,Unknown,0
